"Task_ID","Task_Name","Assignee","Status","Start_Date","Due_Date","Esfuerzo_Aproximado","Time_Estimate","Time_Logged","Año","Q ","Mes","Lists"
"865c7av5m","HD: Certificación Botón de Pago PM","1","COMPLETADO","45042","45042","1.02","","1.5","2023","2-23","4","Gestión de Desarrollo"
"85zrz37g0","Botón de pago: Android - Merge entre master y rama botón de pago","1","COMPLETADO","45043","45044","1","1h","1","2023","2-22","4","Gestión de Pase a Producción"
"85zrz37ny","Botón de pago: iOS- Merge entre master y rama botón de pago","1","COMPLETADO","45043","45044","1","1h","1","2023","2-22","4","Gestión de Pase a Producción"
"865c7k83w","Botón de pago: Backend - Generación de build para producción","1","COMPLETADO","45044","45044","0.98","","0.5","2023","2-23","4","Gestión de Pase a Producción"
"865c7kap0","Botón de pago: Generar credenciales pago móvil HolaDOC","1","COMPLETADO","45044","45044","0.98","","0.5","2023","2-22","4","Gestión de Pase a Producción"
"865c7yjxy","PWA - E2. Reunión de alineación con Alejandro Camba","1","COMPLETADO","45044","45044","1.02","1h 30m","1.5","2023","2-23","4","Gestión de Desarrollo"
"865c7yk2t","PWA - E2. AGREGAR FAMILIAR - Cambiar de perfil: Maquetación","1","COMPLETADO","45044","45044","1.24","10h","6","2023","2-23","4","Gestión de Desarrollo"
"865c7ynp8","PWA - E2. AGREGAR FAMILIAR - Cambiar de perfil: Implementación","1","COMPLETADO","45048","45048","1.21","12h","5.5","2023","2-23","5","Gestión de Desarrollo"
"865c7yxy2","15. Botón de pago: Android - QA. Pruebas luego de publicación","1","COMPLETADO","","","1.1","3h","3","2023","2-22","5","Gestión de Pase a Producción"
"865c7yy9p","16. Botón de pago: iOS- QA. Pruebas luego de publicación","1","COMPLETADO","","","1.1","3h","3","2023","2-22","5","Gestión de Pase a Producción"
"85zrzrngr","PWA - E2. AGREGAR FAMILIAR: Vista inicial sin familiares: Maquetación","1","COMPLETADO","45049","45050","1.17","8h","4.5","2023","2-23","5","Gestión de Desarrollo"
"85zrzrnq5","PWA - E2. AGREGAR FAMILIAR: vista inicial sin familiares: Implementación","1","COMPLETADO","45051","45054","1.05","16h","2","2023","2-23","5","Gestión de Desarrollo"
"865c8nmw9","Backend: Merge y despliegue en QA","1","COMPLETADO","45048","45048","1.14","","4","2023","2-23","5","Gestión de Desarrollo"
"863gn3jqb","PWA - E1: Recuperar contraseña. Refactorización","1","COMPLETADO","","","1.81","","18","2023","2-23","5","Gestión de Desarrollo"
"863gn3x1b","PWA - E2. Reunión de alineación con Alejandro Pedrique","1","COMPLETADO","45044","45044","1.13","","3.75","2023","2-23","5","Gestión de Desarrollo"
"865c8wy2z","SP6: HU-A1123: Android - Implementación en app HolaDOC","1","COMPLETADO","45051","45064","1","","1","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c8wy7e","SP6: HU-I1123: iOS - Implementación en app HolaDOC","1","COMPLETADO","45051","45064","0.98","","0.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c8x08n","SP6: HU-A1123: Android - Implementación en app AlmazVida","1","COMPLETADO","45051","45064","0.98","","0.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c8x0aa","SP6: HU-A1123: Android - Implementación en app Mediphone","1","COMPLETADO","45051","45064","0.98","","0.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c8x0d2","SP6: HU-I1123: iOS - Implementación en app AlmazVida","1","COMPLETADO","45051","45064","0.98","","0.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c8x0ey","SP6: HU-I1123: iOS - Implementación en app Mediphone","1","COMPLETADO","45051","45064","0.98","","0.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"863gnpn8e","PWA - E2. AGREGAR FAMILIAR: Maquetación","1","COMPLETADO","45050","45051","1.52","","12","2023","2-23","5","Gestión de Desarrollo"
"863gnpnfg","PWA - E2. AGREGAR FAMILIAR: Implementación","1","COMPLETADO","","","1.81","","18","2023","2-23","5","Gestión de Desarrollo"
"865c95ee9","Preparar workspace figma: crear canvas, investigar forma de cobro de figma, probar diferentes formas de organización para reducir el costo total del paquete premium de figma","1","COMPLETADO","45033","45033","1.24","6h","6","2023","2-23","4","Gestión de Producto"
"865c95ejf","Diseñar librería pwa: crear tipografía, colores, grid y efectos fundamentales para estandarizar el look and feel del proyecto PWA","1","COMPLETADO","45034","45034","1.29","7h","7","2023","2-23","4","Gestión de Producto"
"865c95fpg","Presentar propuesta y acuerdos sobre el nombre de los figma files con el equipo","1","COMPLETADO","45034","45034","1","1h","1","2023","2-23","4","Gestión de Producto"
"865c95gwj","Diseñar librería pwa: crear los componentes para el layout y márgenes con base al sistema 8grid","1","COMPLETADO","45036","45036","1.14","4h","4","2023","2-23","4","Gestión de Producto"
"865c95gyn","Preparar flujo Home web: importar flujo Home al nuevo workspace y aplicar librería","1","COMPLETADO","45037","45037","1.19","5h","5","2023","2-23","4","Gestión de Producto"
"865c95h26","Preparar flujo Home mobile: importar flujo Home al nuevo workspace y aplicar librería para vista mobile","1","COMPLETADO","45037","45037","1.1","3h","3","2023","2-23","4","Gestión de Producto"
"865c95h3v","Preparar flujo Agregar familiares:  importar al nuevo workspace y aplicar librería","1","COMPLETADO","45040","45040","1.19","5h","5","2023","2-23","4","Gestión de Producto"
"865c95ha8","Preparar flujo Agregar familiares mobile:  importar al nuevo workspace y aplicar librería para vista mobile","2","COMPLETADO","45040","45040","1.1","3h","3","2023","2-23","4","Gestión de Producto"
"865c95he0","Preparar flujo Historial de consultas:  importar al nuevo workspace y aplicar librería","1","COMPLETADO","45041","45041","1.14","4h","4","2023","2-23","4","Gestión de Producto"
"865c95hma","Preparar flujo Historial de consultas mobile:  importar al nuevo workspace y aplicar librería para vista mobile","1","COMPLETADO","45041","45041","1.1","3h","3","2023","2-23","4","Gestión de Producto"
"865c95hpb","Actualizar librería: agregar/editar componentes de botones, tablas, entre otros; corregir desajustes al importar el diseño al nuevo workspace","1","COMPLETADO","45041","45041","1","1h","1","2023","2-23","4","Gestión de Producto"
"865c95hqk","Preparar flujo Habla con un médico web: importar al nuevo workspace y aplicar librería","1","COMPLETADO","45042","45042","1.29","7h","7","2023","2-23","4","Gestión de Producto"
"865c95j0a","Presentar resultado final al equipo sobre nuevo workspace a razón de aplicar cambios finales de diseño","1","COMPLETADO","45042","45042","1","1h","1","2023","2-23","4","Gestión de Producto"
"865c95j1b","Refinar flujo Habla con un médico web: ajustar el flujo de acuerdo a los cambios solicitados en presentaciones pasadas con desarrollo y product owner","1","COMPLETADO","45043","45043","1.14","4h","4","2023","2-23","4","Gestión de Producto"
"865c95j3e","Preparar flujo Habla con un médico mobile: importar al nuevo workspace y aplicar librería para vista mobile","1","COMPLETADO","45043","45043","1.05","2h","2","2023","2-23","4","Gestión de Producto"
"865c95j57","Actualizar librería: agregar nuevos componentes para el flujo ""habla con un médico"" y ajustar diferencias que ocurrieron al importar del anterior worksapce","1","COMPLETADO","45043","45043","1.05","2h","2","2023","2-23","4","Gestión de Producto"
"865c95jtp","SD Entregable 3- Refinamiento Membresía Responsive (Móvil)","1","COMPLETADO","45051","45056","1.86","19h","19","2023","2-23","5","Gestión de Producto"
"865c9ax6c","SP6: HU-I1123: iOS -Despliegue app AlmazVida","1","COMPLETADO","45051","45051","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9axar","SP6: HU-I1123: iOS -Despliegue app Mediphone","1","COMPLETADO","45051","45051","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9rdqj","SP6: HU-A1123: Android - Despliegue app HolaDOC","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9rdvf","SP6: HU-A1123: Android - Despliegue app AlmazVida","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9rdw5","SP6: HU-A1123: Android - Despliegue app Mediphone","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9rfbe","SP6: HU-A1123 - Implementación backend","1","COMPLETADO","45041","45041","0.97","","0.4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c9rfcd","SP6: HU-i1123 - Implementación backend","1","COMPLETADO","45041","45041","0.97","","0.4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c9rfr0","SP6: HU-A1123 - Despliegue de backend","1","COMPLETADO","45041","45041","0.97","","0.4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c9rg2w","SP6: HU-PWA0123 - Implementación backend","5","COMPLETADO","45041","45041","0.97","","0.4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c9rggk","SP6: HU-PWA0123 - Despliegue backend","1","COMPLETADO","45041","45041","0.97","","0.4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c9rn8v","SP6: HU-PA1023 - Implementación backend - parte 1","1","COMPLETADO","45051","45064","1.29","","7","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vwnk","SP6: HU-A0723 - Despliegue a QA - Mediphone","1","COMPLETADO","45054","45054","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vwpx","SP6: HU-i0723 -Despliegue a QA - AlmazVida","1","COMPLETADO","45054","45054","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vwr5","SP6: HU-i0723 - Análisis y diseño de casos pruebas","1","COMPLETADO","45051","45064","1.21","5h 30m","5.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vwru","SP6: HU-i0723 - Ejecución de casos de pruebas C1 - AlmazVida","1","COMPLETADO","45051","45064","1.14","4h","4","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vwt0","SP6: HU-i0723 - Ejecución de casos de pruebas C2 - AlmazVida","1","COMPLETADO","45051","45064","1.07","2h 30m","2.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vwyr","SP6: HU-A0723 - Despliegue a QA - AlmazVida","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vx6n","SP6: HU-i0723 -Despliegue a QA - Mediphone","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vxd6","SP6: HU-A0723 - Ejecución de casos de pruebas -C1 - Mediphone","1","COMPLETADO","45055","45056","1.21","","5.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vxd7","SP6: HU-A0723 - Ejecución de casos de pruebas C2 - Mediphone","1","COMPLETADO","45061","45061","1.1","","3","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vxxf","SP6: HU-i0723 -Certificación con PO","1","COMPLETADO","45068","45082","0.97","20m","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vxxt","SP6: HU-A0723 -Certificación con PO","1","COMPLETADO","45069","45069","0.98","","0.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vxym","SP6: HU-I0723 - Preparación de data para certificación","1","COMPLETADO","45068","45082","1.1","3h","3","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vxyy","SP6: HU-A0723 - Preparación de data para certificación","1","COMPLETADO","45068","45068","0.98","","0.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vy0r","PWA - E1: Logout- Ejecución de Pruebas Ciclo 1","3","COMPLETADO","45051","45051","1.14","7h 30m","4","2023","2-23","5","Gestión de QA"
"865c9vy0u","PWA - E1: Logout- Ejecución de Pruebas Ciclo 2","1","COMPLETADO","45056","45056","1.14","4h","4","2023","2-23","5","Gestión de QA"
"865c9vy0x","PWA - E1: Logout - Ejecución de Pruebas Ciclo 3","1","COMPLETADO","45064","45064","1","2h","1","2023","2-23","5","Gestión de QA"
"865c9vy4y","SP6: HU-PM0723 - Análisis y diseño de casos de pruebas","1","COMPLETADO","45051","45064","1.1","3h","3","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vy5a","SP6: HU-PM0723 - Ejecución de pruebas C1","1","COMPLETADO","45051","45064","1.05","2h","2","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vy5c","SP6: HU-PM0723 - Ejecución de pruebas C2","2","COMPLETADO","45051","45064","1","1h","1","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vy5p","SP7: HU-PM0723 - Preparación de data para certificación","1","COMPLETADO","45068","45082","1","1h","1","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vy5v","SP7: HU-PM0723 - Certificación con PO","1","COMPLETADO","45068","45082","0.98","30m","0.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vy6m","SP6: HU-PM0323 - Análisis y diseño de casos de pruebas","1","COMPLETADO","45051","45064","1.1","3h","3","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vy72","SP6: HU-PM0323 - Ejecución de pruebas C1","1","COMPLETADO","45051","45064","1.24","6h","6","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vy7t","SP8: HU-PM0323 - Preparación de data para certificación","1","COMPLETADO","45099","45099","1.07","","2.5","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865c9vy85","SP8: HU-PM0323 - Certificación con PO","1","COMPLETADO","45100","45100","0.98","","0.67","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865c9vydj","SP6: HU-PWA0123 Análisis y diseño de casos de pruebas","2","COMPLETADO","45049","45049","1.05","","2","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyey","SP6: HU-PWA0123 Ejecución de pruebas C1","1","COMPLETADO","45062","45064","1.07","","2.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyfq","SP6: HU-PWA0123 Preparación de data para certificación","1","COMPLETADO","45068","45068","0.98","","0.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vygg","SP6: HU-PWA0123 Certificación con PO","2","COMPLETADO","45069","45069","0.98","","0.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vyh8","SP6: HU-PWA0223 - Análisis y diseño de casos de pruebas","1","COMPLETADO","45049","45049","1.02","","1.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyhg","SP6: HU-PWA0223 - Ejecución de pruebas C1","1","COMPLETADO","45057","45057","1.31","","7.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyhj","SP6: HU-PWA0223 - Ejecución de pruebas C2","1","COMPLETADO","45061","45064","1.24","","6","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyru","SP6: HU-A1123 - Análisis y diseño de casos de pruebas","1","COMPLETADO","45051","45064","1.02","1h 30m","1.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyu7","SP6: HU-A1123 - Ejecución de Pruebas C1 - HolaDOC","1","COMPLETADO","45051","45064","1.02","1h 30m","1.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyum","SP6: HU-A1123 - Ejecución de Pruebas C1 - Mediphone","1","COMPLETADO","45051","45064","1.02","1h 30m","1.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyuu","SP6: HU-A1123 - Ejecución de Pruebas C1 - AlmazVida","1","COMPLETADO","45051","45064","1.07","2h 30m","2.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyxe","SP6: HU-i1123 - Análisis y diseño de casos de pruebas","1","COMPLETADO","45051","45064","0.98","30m","0.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyy0","SP6: HU-i1123 - Ejecución de pruebas C1 - HolaDOC","1","COMPLETADO","45051","45064","1.02","1h 30m","1.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyy6","SP6: HU-i1123 - Ejecución de pruebas C1 - Mediphone","1","COMPLETADO","45051","45064","1.07","2h 30m","2.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vyyb","SP6: HU-i1123 - Ejecución de pruebas C1 - AlmazVida","1","COMPLETADO","45051","45064","1.02","1h 30m","1.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c9vz2w","SP6: HU-i1123 - Preparación de data para certificación","1","COMPLETADO","45068","45082","0.96","10m","0.15","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vz3z","SP6: HU-i1123 - Certificación con PO","2","COMPLETADO","45068","45082","0.97","20m","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vz48","SP6: HU-A1123 - Certificación con PO","1","COMPLETADO","45068","45082","0.97","20m","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865c9vz4m","SP6: HU-A1123 - Preparación de data para certificación","1","COMPLETADO","45068","45082","0.96","10m","0.15","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865ca1m4n","SP6: HU-PWA0123. Implementación frontend","1","COMPLETADO","45051","45055","0.99","","0.8","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca1mmu","SP6: HU-PWA0223. Implementación frontend","1","COMPLETADO","45051","45055","1.24","","6","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca1p6p","SP6: HU-PWA0223 / PWA0123. Despliegue a QA","2","COMPLETADO","45051","45064","0.98","","0.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca3wma","SP6: HU-I0723 - Ejecución de casos de pruebas C1 - Mediphone","1","COMPLETADO","45051","45064","1.12","3h 30m","3.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca3wmd","SP6: HU-i0723 - Ejecución de casos de pruebas C2 - Mediphone","2","COMPLETADO","45051","45064","1.07","2h 30m","2.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca3wq4","SP6: HU-A0723 - Ejecución de casos de pruebas -C1 - AlmazVida","1","COMPLETADO","45055","45056","1.19","","5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca3wq6","SP6: HU-A0723 - Ejecución de casos de pruebas C2 - AlmazVida","1","COMPLETADO","45061","45061","1.14","","4","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca3xwm","SP6: HU-PM0723- Despliegue a QA - C1","1","COMPLETADO","45051","45064","0.96","1h","0.15","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ca4fju","PWA - E2. AGREGAR FAMILIAR. Soporte y ajustes","1","COMPLETADO","45054","45071","0.98","12h","0.5","2023","2-23","5","Gestión de Desarrollo"
"865cahtxu","SP6: HU-A0723. Despliegue correcciones C1 - AlmazVida","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865cahu71","SP6: HU-A0723. Despliegue correcciones C1 - Mediphone","2","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865cahucp","SP6: HU-i0723. Despliegue correcciones C1 - AlmazVida","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865cahuka","SP6: HU-i0723. Despliegue correcciones C1 - Mediphone","3","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865cb0ydu","PWA - E2. AGREGAR FAMILIAR. Lista familiares. Maquetación","3","COMPLETADO","45058","45062","1.52","12h","12","2023","2-23","5","Gestión de Desarrollo"
"865cb1td0","PWA - E2. AGREGAR FAMILIAR. Lista familiares. Implementación y pruebas","1","COMPLETADO","45063","45065","1.56","14h","12.67","2023","2-23","5","Gestión de Desarrollo"
"865cb1uuk","PWA - E2. AGREGAR FAMILIAR. Notificación (error + success). Maquetación","1","COMPLETADO","45065","45068","1.24","6h","6","2023","2-23","5","Gestión de Desarrollo"
"865cb1wfe","PWA - E2. AGREGAR FAMILIAR. Notificación (error + success). Implementación y pruebas","1","COMPLETADO","45068","45069","1.29","8h","7","2023","2-23","5","Gestión de Desarrollo"
"865cb22nt","PWA - E2. AGREGAR FAMILIAR. Despliegue a QA","1","COMPLETADO","45069","45071","1.62","30m","14","2023","2-23","5","Gestión de Desarrollo"
"865cb23gj","PWA - E2. AGREGAR FAMILIAR. Despliegue Correcciones C1","1","COMPLETADO","45082","45084","1.21","30m","5.5","2023","2-23","6","Gestión de Desarrollo"
"865cb23p0","PWA - E2. AGREGAR FAMILIAR. Notificación Despliegue a QA","1","COMPLETADO","45071","45071","0.97","20m","0.33","2023","2-23","5","Gestión de Desarrollo"
"865cb23xy","PWA - E2. AGREGAR FAMILIAR. Notificación Despliegue Correcciones C2","1","COMPLETADO","45090","45090","0.97","20m","0.33","2023","2-23","6","Gestión de Desarrollo"
"865cb24cv","PWA - E2. AGREGAR FAMILIAR. Notificación Despliegue Correcciones C1","1","COMPLETADO","45084","45084","0.97","20m","0.33","2023","2-23","6","Gestión de Desarrollo"
"865cb25qp","PWA - E2. HISTORIAL DE CONSULTAS. Maquetación - Sin consultas","1","COMPLETADO","45072","45075","1.43","10h","10","2023","2-23","5","Gestión de Desarrollo"
"865cb25ud","PWA - E2. AGREGAR FAMILIAR.  Despliegue Correcciones C2","1","COMPLETADO","45089","45089","1.36","30m","8.5","2023","2-23","6","Gestión de Desarrollo"
"865cb2ctu","PWA - E2. HISTORIAL DE CONSULTAS. Implementación - Sin consultas","1","COMPLETADO","45075","45084","1.38","18h","9","2023","2-23","6","Gestión de Desarrollo"
"865cb2juv","PWA - E2. AGREGAR FAMILIAR. Merge con la rama qa-staging","1","COMPLETADO","45056","45057","1.24","8h","6","2023","2-23","5","Gestión de Desarrollo"
"865cb4v49","SP7: HU-PM1223. Maquetación","1","COMPLETADO","45068","45082","1.81","","18","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cb4vcf","SP7: HU-PM1223. Implementación","1","COMPLETADO","45068","45082","2.14","","25","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cb4vet","SP7: HU-PM1223. Backend. Creación de endpoint y agregar data al socket de cola de espera","2","COMPLETADO","45068","45082","1.31","","7.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cb8uhd","SP7: HU-PA0123 - Revisión y ajuste","1","COMPLETADO","45068","45082","1.29","","7.15","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cbpbbt","Mini site - Registro: Ajustar flujo para 2 pantallas","1","COMPLETADO","45050","45051","1.17","","4.5","2023","2-23","5","Gestión de Desarrollo"
"865cbpbeb","Mini site - Registro: Despliegue a QA","1","COMPLETADO","45050","45051","0.98","","0.67","2023","2-23","5","Gestión de Desarrollo"
"865cbpbgd","Mini site - Registro: Notificación a QA despliegue","1","COMPLETADO","45058","45058","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865cbq2bd","Análisis y diseño de casos de pruebas - MSR","1","COMPLETADO","45061","45061","1.14","4h","4","2023","2-23","5","Gestión de QA"
"865cbq2ck","Ejecución de pruebas C1 - MSR","3","COMPLETADO","45061","45061","1.24","6h","6","2023","2-23","5","Gestión de QA"
"865cbq2cp","Ejecución de pruebas C2 - MSR","1","COMPLETADO","45062","45062","1.02","1h 30m","1.5","2023","2-23","5","Gestión de QA"
"865cbq2f3","Preparación de data para certificación - MSR","2","COMPLETADO","45062","45062","1.1","3h","3","2023","2-23","5","Gestión de QA"
"865cbq2fj","Certificación con PO - Mini Site Registro","2","COMPLETADO","45063","45063","1.05","2h","2","2023","2-23","5","Gestión de QA"
"865cbq2jp","Mini site - Registro: Despliegue de correcciones C1 - MSR","1","COMPLETADO","45062","45062","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865cbqt4d","PWA - E2. HISTORIAL DE CONSULTAS. Soporte y ajustes backend","1","COMPLETADO","45068","45103","1.33","12h","8","2023","2-23","6","Gestión de Desarrollo"
"865cbqu46","PWA - E2. HISTORIAL DE CONSULTAS. Detalle consulta - Maquetación","1","COMPLETADO","45090","45092","1.52","12h","12","2023","2-23","6","Gestión de Desarrollo"
"865cbquea","PWA - E2. HISTORIAL DE CONSULTAS. Detalle consulta - Implementación y pruebas unitarias","1","COMPLETADO","45093","45096","1.57","8h","13","2023","2-23","6","Gestión de Desarrollo"
"865cbqv15","PWA - E2. HISTORIAL DE CONSULTAS. Filtro. Maquetación","2","COMPLETADO","45097","45098","2.06","12h","23.2","2023","2-23","6","Gestión de Desarrollo"
"865cbqv5q","PWA - E2. HISTORIAL DE CONSULTAS. Filtro. Implementación y pruebas unitarias.","1","COMPLETADO","45099","45100","1.12","8h","3.5","2023","2-23","6","Gestión de Desarrollo"
"865cbrptr","PWA - E2. HABLA CON UN MÉDICO. Consentimiento informado - Maquetación","1","COMPLETADO","45114","45118","1.52","12h","12","2023","3-23","7","Gestión de Desarrollo"
"865cbrpx7","PWA - E2. HABLA CON UN MÉDICO. Consentimiento informado - Implementación y pruebas unitarias","1","COMPLETADO","45118","45120","1.33","8h","8","2023","3-23","7","Gestión de Desarrollo"
"865cbrq9w","PWA - E2. HABLA CON UN MÉDICO. 3 pasos - Maquetación","1","COMPLETADO","45061","45086","2.21","40h","26.5","2023","2-23","5","Gestión de Desarrollo"
"865cbrqqf","PWA - E2. HABLA CON UN MÉDICO. 3 pasos - Implementación y pruebas","1","COMPLETADO","45087","45093","1.49","12h","11.35","2023","2-23","6","Gestión de Desarrollo"
"865cbrqxg","PWA - E2. HABLA CON UN MÉDICO. Llamada - Maquetación","1","COMPLETADO","45094","45101","1.59","16h","13.39","2023","3-23","6","Gestión de Desarrollo"
"865cbrr88","PWA - E2. HABLA CON UN MÉDICO. Llamada - Implementación y pruebas unitarias","2","COMPLETADO","45102","45122","3.46","40h","52.7","2023","3-23","7","Gestión de Desarrollo"
"865cbrrkn","PWA - E2. HISTORIAL DE CONSULTAS. Notificación Despliegue a QA","2","COMPLETADO","45105","45105","0.97","20m","0.33","2023","2-23","6","Gestión de Desarrollo"
"865cbrt0w","PWA - E2. HISTORIAL DE CONSULTAS. Ajustes","1","COMPLETADO","45084","45084","1.52","30m","12","2023","2-23","6","Gestión de Desarrollo"
"865cbrt4p","PWA - E2. HISTORIAL DE CONSULTAS. Notificación a QA Correcciones C1","1","COMPLETADO","45114","45114","0.97","20m","0.33","2023","3-23","7","Gestión de Desarrollo"
"865cbrt5f","PWA - E2. HISTORIAL DE CONSULTAS. Despliegue Correcciones C2","2","COMPLETADO","45118","45119","1.04","20m","1.8","2023","3-23","7","Gestión de Desarrollo"
"865cbrt71","PWA - E2. HISTORIAL DE CONSULTAS. Notificación a QA Correcciones C2","1","COMPLETADO","45119","45119","0.96","20m","0.15","2023","3-23","7","Gestión de Desarrollo"
"865cbtxvr","SP7: HU-PO0323 - Implementación backend (creación de superuser)","1","COMPLETADO","45068","45082","1.1","","3","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cbzy2p","Mini site - Registro: Ajuste en backend para afiliación","1","COMPLETADO","45062","45062","1.02","1h 30m","1.5","2023","2-23","5","Gestión de Desarrollo"
"865cc02w3","SP7: HU-PM1223. Generación de build para DEV normal","1","COMPLETADO","45068","45082","1.11","","3.25","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc160r","SP7: HU-PA1223. Despliegue a QA","2","COMPLETADO","45068","45082","1","","1","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc161u","SP7: HU-PA1023 - Despliegue a QA backend","2","COMPLETADO","45068","45082","1.01","","1.25","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc166c","SP7: HU-PA1023 - Notificación a QA de despliegue","1","COMPLETADO","45068","45082","0.97","","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
